,host_id,host_name,host_response_time,host_response_rate,host_acceptance_rate,host_total_listings_count
11769,468884755,NY Apartments,,,33%,14.0
11770,468884755,NY Apartments,,,33%,14.0
11771,146780598,Guy,within an hour,100%,100%,2.0
11772,26224433,Ben,,,,2.0
11773,94062600,Paul,a few days or more,33%,0%,1.0
11774,6868614,Sallie,within an hour,100%,100%,3.0
11775,14936368,Andy,within an hour,97%,82%,213.0
11776,110094211,Noah,,,,2.0
11777,431636636,Tina,within an hour,100%,100%,6.0
11778,299182465,Curtis,within an hour,100%,99%,14.0
11779,171180364,Roni,within an hour,99%,93%,131.0
11780,525753513,Mia,within a few hours,100%,67%,3.0
11781,10260779,Artie,within a day,100%,0%,3.0
11782,263502162,Landing,within a few hours,90%,98%,2300.0
11783,34540785,Colin,within an hour,99%,97%,160.0
11784,63730061,Kara,,,,1.0
11785,262429246,Cubier,within an hour,100%,98%,129.0
11786,11607016,Rose,within an hour,100%,0%,1.0
11787,230864,Ben,within an hour,100%,100%,15.0
11788,18878000,Byron,,,,2.0
11789,173362765,DSean,,,,1.0
11790,217470,Rebecca,,,,2.0
11791,14936368,Andy,within an hour,97%,82%,213.0
11792,142922889,Denny,,,100%,1.0
11793,175186908,Georgina,,,,1.0
11794,43601348,Craig,within an hour,100%,100%,9.0
11795,8182712,Justin,within an hour,100%,97%,3.0
11796,14936368,Andy,within an hour,97%,82%,213.0
11797,21169663,Alexandra,within an hour,100%,,1.0
11798,67479285,Melissa&Alan,,,,3.0
11799,1160034,Michael,within a day,80%,100%,6.0
11800,42133994,James,within an hour,100%,100%,1.0
11801,110865381,Kurt,,,0%,2.0
11802,222804465,Arvind,within an hour,100%,96%,3.0
11803,97440381,Mrs. Limenih,,,90%,7.0
11804,83376547,Margerit,within an hour,100%,100%,12.0
11805,200309023,Candy,,,,9.0
11806,468884755,NY Apartments,,,33%,14.0
11807,520537581,Min,within an hour,88%,97%,7.0
11808,160012982,John,within an hour,100%,96%,6.0
11809,63332581,Stephanie,within an hour,100%,85%,3.0
11810,83423505,Amare,within a few hours,90%,73%,3.0
11811,25362470,Molly,within an hour,94%,99%,1.0
11812,448838786,Jacqui And Matt,within an hour,100%,100%,5.0
11813,298837285,Jenny,within an hour,100%,100%,10.0
11814,26860,Elvina,within an hour,100%,99%,57.0
11815,26339,Solé,,,,1.0
11816,148324087,Zadell,within an hour,100%,100%,5.0
11817,36236635,Jason,within an hour,100%,99%,14.0
11818,25147343,Herly,within an hour,100%,100%,34.0
11819,439109717,Zhu,within an hour,99%,99%,64.0
11820,1231431,Julianne,,,,2.0
11821,152885771,Cindy,within a few hours,100%,94%,10.0
11822,193528089,Sandy,within an hour,100%,98%,2.0
11823,10705896,Pamela,,,,1.0
11824,533136918,Jino,within an hour,100%,100%,27.0
11825,21304470,Stacey,within an hour,100%,67%,4.0
11826,313024239,Kyrylo,within an hour,100%,99%,53.0
11827,94614793,Richard,within an hour,100%,100%,1.0
11828,21304470,Stacey,within an hour,100%,67%,4.0
11829,91375888,Margarita,within a few hours,100%,94%,1.0
11830,6635177,Julia,within an hour,100%,100%,2.0
11831,158773973,泉,,,,2.0
11832,2066948,Julie,within an hour,98%,100%,1146.0
11833,107434423,Blueground,within an hour,100%,97%,5803.0
11834,10832832,Katy,within an hour,100%,96%,131.0
11835,1859281,Adee & Itay,within an hour,100%,75%,2.0
11836,61184250,T,within an hour,100%,100%,2.0
11837,24068872,Michael,within an hour,100%,99%,2.0
11838,39253,Omar & Kristina,within an hour,100%,100%,3.0
11839,150768652,Isabella,,,,1.0
11840,200952500,Kaan,,,,1.0
11841,55697716,Tiffany,within an hour,100%,100%,2.0
11842,6005593,Sue And Gideon,,,92%,1.0
11843,311157064,Liyun,within an hour,100%,100%,30.0
11844,383281375,Shelly,a few days or more,4%,100%,1763.0
11845,288556871,Sean,within an hour,100%,100%,1.0
11846,266101825,Bohemian Oasis,within a few hours,86%,56%,11.0
11847,2724623,Jc,,,,1.0
11848,163476998,Roni,within an hour,100%,94%,13.0
11849,1226742,Johnny,within an hour,90%,99%,6.0
11850,23206791,Sam,,,,2.0
11851,383281375,Shelly,a few days or more,4%,100%,1763.0
11852,26762505,Roberto,,,,3.0
11853,284412,James,,,33%,2.0
11854,35476489,Steven,,,,1.0
11855,195035048,Jerzy,,,,2.0
11856,186521534,Liz,,,,3.0
11857,220164584,Craig And Yassi,within an hour,100%,100%,1.0
11858,421133602,Leah,within an hour,100%,98%,2.0
11859,26064424,Chelsea,,,,2.0
11860,69455373,Property,within an hour,100%,98%,5.0
11861,13992754,Just Bring Your Toothbrush,within an hour,100%,97%,168.0
11862,4597208,Tomii,within an hour,100%,96%,5.0
11863,3929794,Virginia,within an hour,100%,98%,4.0
11864,197568397,Jeremy,within an hour,100%,100%,1.0
11865,37915558,Ricky,within an hour,100%,100%,1.0
11866,69562579,Tal,,,,2.0
11867,4009164,Amy,,,,3.0
11868,4366995,Dan & Iryna,within an hour,100%,97%,5.0
11869,507978501,Moe,,,,10.0
11870,383281375,Shelly,a few days or more,4%,100%,1763.0
11871,383281375,Shelly,a few days or more,4%,100%,1763.0
11872,83948634,Ben,within an hour,100%,89%,1.0
11873,90659293,Bennie And Bebe,within an hour,100%,100%,16.0
11874,31738529,Angela,within an hour,93%,94%,6.0
11875,594808,Frank And Jonny,within an hour,100%,89%,4.0
11876,118412894,Wendy,within an hour,100%,98%,99.0
11877,1027744,Thaddeus,within an hour,100%,77%,6.0
11878,104959998,Vera,within a day,100%,,1.0
11879,215472303,Scott,,,,1.0
11880,219283,Vacation Living,within a few hours,100%,97%,28.0
11881,34583,Elaine,,,0%,2.0
11882,25147343,Herly,within an hour,100%,100%,34.0
11883,1254174,Felix,,,,17.0
11884,440658502,Youchun,within an hour,90%,84%,2.0
11885,385553799,Eileen,within a few hours,100%,100%,1.0
11886,11354035,Ana,within an hour,100%,98%,23.0
11887,504530423,Emaan,within a few hours,80%,100%,12.0
11888,198081020,Donald,,,,5.0
11889,424529344,Charles,,,,1.0
11890,16220392,Becky,within an hour,100%,87%,5.0
11891,339090247,Gloria,,,100%,4.0
11892,316009087,Reina,a few days or more,0%,,2.0
11893,29294575,Catherine,within an hour,100%,100%,11.0
11894,181132854,Matan,within an hour,93%,60%,92.0
11895,76620716,Mena,within an hour,100%,82%,3.0
11896,383281375,Shelly,a few days or more,4%,100%,1763.0
11897,176279992,Lauren,within an hour,100%,100%,4.0
11898,269490061,Shaolan,within an hour,100%,100%,4.0
11899,6178954,Nonette,within an hour,100%,100%,3.0
11900,71584807,Daniel,,,100%,2.0
11901,15744276,Luciene,,,98%,2.0
11902,6529781,Zac And Co-Hosts,within a few hours,100%,92%,36.0
11903,310071881,Joel,,,100%,1.0
11904,90659373,Leyder,within a few hours,100%,93%,1.0
11905,3662459,Barry,within an hour,100%,57%,3.0
11906,72906523,Evan,within a few hours,100%,79%,16.0
11907,495415305,Victoria,,,,2.0
11908,10832832,Katy,within an hour,100%,96%,131.0
11909,439904978,Nancy,within an hour,100%,99%,15.0
11910,30388899,Karly,within a day,100%,100%,2.0
11911,13697613,Hetty,within an hour,100%,100%,11.0
11912,190703,Jocelyn,a few days or more,17%,0%,5.0
11913,25147343,Herly,within an hour,100%,100%,34.0
11914,26902736,Fifi,within a few hours,100%,93%,14.0
11915,2503251,Laura,within an hour,100%,97%,33.0
11916,266389755,Eddie,within an hour,100%,,3.0
11917,39076467,Ilanit,within an hour,100%,98%,10.0
11918,36236635,Jason,within an hour,100%,99%,14.0
11919,115602999,Sebastian,within an hour,100%,100%,12.0
11920,210945551,Juan,within an hour,100%,100%,2.0
11921,25147343,Herly,within an hour,100%,100%,34.0
11922,454323438,Marco,within a day,100%,,1.0
11923,126824075,Month2month,within an hour,100%,79%,233.0
11924,83158851,Rochanda,,,,2.0
11925,264154544,Simon,within an hour,100%,100%,6.0
11926,117228595,Roro,,,83%,1.0
11927,64043591,Rosita,within an hour,100%,92%,1.0
11928,15906256,Margot,,,,3.0
11929,20043329,Deborah,within a day,100%,,15.0
11930,350996619,Vivien,within an hour,100%,96%,4.0
11931,4677715,Heather,within an hour,100%,98%,26.0
11932,25438437,Corina,within an hour,100%,93%,1.0
11933,152885771,Cindy,within a few hours,100%,94%,10.0
11934,18935971,Marc,within an hour,100%,99%,4.0
11935,499258624,Sebastian,within an hour,90%,100%,1.0
11936,48301416,Joe,within an hour,100%,99%,12.0
11937,7356648,Anna,within an hour,100%,80%,12.0
11938,493362627,Daniel,within an hour,100%,96%,3.0
11939,340047759,Daniella,within a day,100%,,2.0
11940,1846253,Jainée,,,,1.0
11941,231851015,Jil,,,,3.0
11942,11123923,Linda,within an hour,100%,80%,1.0
11943,410194448,Andrik,within an hour,100%,100%,53.0
11944,41403517,Kelli,within a few hours,100%,95%,2.0
11945,350996619,Vivien,within an hour,100%,96%,4.0
11946,515067690,Jessica,within an hour,100%,100%,1.0
11947,431927709,Malika,within an hour,100%,94%,4.0
11948,1335578,Derek,within an hour,100%,98%,3.0
11949,65654110,Alexandra,within a few hours,75%,100%,2.0
11950,223101527,Qi,,,,1.0
11951,149848577,Ryan,within an hour,100%,97%,1.0
11952,4579402,Edward,,,,3.0
11953,222309476,Tammy,within a few hours,100%,67%,3.0
11954,98574255,W,within an hour,98%,85%,16.0
11955,183748799,Amy,within an hour,100%,99%,138.0
11956,48427161,Morrisa,,,,1.0
11957,29078317,Jackeline,within an hour,100%,93%,23.0
11958,445678211,Yibin,,,,1.0
11959,54803159,Larry,within an hour,100%,99%,6.0
11960,486312297,Yellow,within an hour,100%,100%,11.0
11961,166316313,Gracy,,,,3.0
11962,60347091,Doron,,,,3.0
11963,25326961,Alba & Mike,within an hour,100%,99%,64.0
11964,439770856,Raz,within an hour,100%,100%,1.0
11965,259441045,Leon,,,,64.0
11966,20609698,Melissa,,,,9.0
11967,203288200,Maria,,,,2.0
11968,149757612,Marianne,,,,2.0
11969,61306932,Carolina,within an hour,100%,95%,4.0
11970,9564924,Ernest,,,100%,1.0
11971,259441045,Leon,,,,64.0
11972,78585144,Deanna,within a day,100%,,3.0
11973,1970889,Ben,,,,2.0
11974,9266392,Alison,,,0%,4.0
11975,43960558,Mimy,within a few hours,100%,,1.0
11976,35422043,Amir,,,,2.0
11977,427879785,Lizbeth,within an hour,100%,99%,3.0
11978,30777644,Grace,within an hour,100%,94%,1.0
11979,404441511,Maisa,,,,3.0
11980,498965598,Andrew,within an hour,100%,96%,3.0
11981,13585627,Alberto,,,100%,2.0
11982,18402577,Becky,,,,1.0
11983,382736,Douglas,,,,1.0
11984,311692323,Felix,within an hour,86%,88%,4.0
11985,215235471,Sara,,,,4.0
11986,25147343,Herly,within an hour,100%,100%,34.0
11987,22031348,Josean,,,,1.0
11988,23750651,Hilda,within an hour,100%,100%,3.0
11989,118412894,Wendy,within an hour,100%,98%,99.0
11990,73982269,Emily,within an hour,100%,29%,3.0
11991,53511541,Michael,within a day,100%,50%,2.0
11992,60139252,Mark,within an hour,100%,100%,2.0
11993,45061340,Mike,within an hour,100%,100%,2.0
11994,42161837,Davey,,,,1.0
11995,123129386,Summer,within a few hours,100%,68%,14.0
11996,14936368,Andy,within an hour,97%,82%,213.0
11997,30078208,Fabby,within a day,100%,100%,6.0
11998,259441045,Leon,,,,64.0
11999,245595474,Emi,,,,1.0
12000,507561429,Rose,within an hour,100%,100%,5.0
12001,107511346,Brian,within an hour,100%,100%,2.0
12002,129167600,Herly,within an hour,100%,99%,11.0
12003,81478329,Will,within a day,58%,22%,9.0
12004,295487471,Amy,within an hour,100%,95%,38.0
12005,167236565,Trent,within a day,100%,,2.0
12006,254155025,Jiayu,,,,2.0
12007,7570924,Erin,,,,1.0
12008,507518741,The Bluejay,within an hour,100%,97%,1.0
12009,36236635,Jason,within an hour,100%,99%,14.0
12010,424347413,Farhan,,,0%,2.0
12011,58794937,Andrés,within an hour,100%,99%,2.0
12012,1254174,Felix,,,,17.0
12013,441255156,Felicia,within an hour,97%,75%,42.0
12014,3388698,Jason,,,,1.0
12015,6314636,Terry,within an hour,100%,100%,1.0
12016,14585417,Samantha,within an hour,100%,100%,2.0
12017,14711333,Rain,within an hour,100%,96%,6.0
12018,8814647,Cynthia,,,,3.0
12019,82307976,Justin,within an hour,100%,100%,11.0
12020,113299335,Daniela,within a few hours,80%,100%,1.0
12021,442557489,Audrey,within an hour,100%,95%,16.0
12022,272326156,Christopher,within an hour,100%,96%,1.0
12023,23679840,Magda,within an hour,100%,100%,1.0
12024,53559956,Linda,within an hour,96%,64%,28.0
12025,346602934,Philip,within an hour,100%,0%,1.0
12026,18831310,Esha,,,,1.0
12027,25320579,Bedford & Driggs,within a few hours,100%,84%,6.0
12028,745432,Ramesh,,,,1.0
12029,63358080,Mayan,,,,2.0
12030,22958182,Ashley,,,,1.0
12031,4141930,Ryan And Karina,,,,1.0
12032,200023978,Ayin,within an hour,100%,100%,9.0
12033,79935944,Yelba Zoe,within an hour,100%,100%,3.0
12034,33372876,Deb,within an hour,100%,99%,1.0
12035,183140617,Erika,within an hour,100%,100%,4.0
12036,75132011,Ilanit,within an hour,100%,99%,4.0
12037,213634404,Corey,within an hour,100%,100%,1.0
12038,228254714,Katherine,,,,1.0
12039,15475053,William,within an hour,100%,99%,2.0
12040,479243062,Crossroad,within an hour,100%,97%,2.0
12041,213132577,Yan,within a few hours,100%,,2.0
12042,350659068,M,a few days or more,0%,0%,26.0
12043,73982269,Emily,within an hour,100%,29%,3.0
12044,20355641,Shirley,within an hour,100%,100%,8.0
12045,12737725,Kate,,,,1.0
12046,280839309,Tony,within an hour,98%,92%,9.0
12047,9273039,Benjie & Golden,within an hour,100%,86%,1.0
12048,221917312,Lorna,within a few hours,100%,100%,4.0
12049,174595993,Joyce,,,,1.0
12050,23316018,Roxanne,,,,2.0
12051,21374620,Palōmi Rānī,within an hour,100%,39%,1.0
12052,415462297,Lorena,,,,1.0
12053,3371032,Mariann,within an hour,100%,100%,4.0
12054,335352,Rose,within an hour,100%,100%,3.0
12055,72933825,The Maimon Group,within an hour,100%,96%,103.0
12056,391725556,Raphael,,,100%,7.0
12057,40163894,Zora,within an hour,96%,65%,38.0
12058,14853362,Dahabada,within an hour,100%,98%,6.0
12059,3082875,Hayley,within an hour,100%,98%,2.0
12060,486312297,Yellow,within an hour,100%,100%,11.0
12061,33249323,Julia & Joe,within a few hours,100%,79%,86.0
12062,490540706,Neli,within an hour,100%,99%,1.0
12063,111306585,Ana Lisa,within an hour,100%,100%,12.0
12064,11019622,Trish,within an hour,100%,0%,3.0
12065,219520805,Vee,within an hour,100%,100%,8.0
12066,215124650,Jack,within an hour,100%,97%,4.0
12067,1336756,Frank,,,,3.0
12068,150301581,Carmen,,,0%,3.0
12069,25147343,Herly,within an hour,100%,100%,34.0
12070,35027931,Julian,,,,3.0
12071,3251597,Andrea,within an hour,100%,90%,1.0
12072,23305539,Kathy,within an hour,100%,100%,2.0
12073,212162607,Laquita,,,,1.0
12074,301157632,Anna,within an hour,100%,57%,3.0
12075,1317322,Lynne,within an hour,100%,99%,5.0
12076,480154202,Mya,within an hour,100%,100%,1.0
12077,20667539,Andrea,within an hour,100%,100%,5.0
12078,150729656,Ding Yuan,within a few hours,100%,93%,1.0
12079,23051312,Beth,within an hour,100%,100%,2.0
12080,310802925,Leisure,within an hour,100%,97%,43.0
12081,383281375,Shelly,a few days or more,4%,100%,1763.0
12082,348028042,Yanping,within an hour,93%,98%,10.0
12083,3097566,Great,within an hour,98%,82%,77.0
12084,183748799,Amy,within an hour,100%,99%,138.0
12085,348028042,Yanping,within an hour,93%,98%,10.0
12086,222255675,Karen,within an hour,100%,70%,4.0
12087,404177545,Daniel,,,,56.0
12088,55948799,Vanessa,within an hour,100%,93%,4.0
12089,72933825,The Maimon Group,within an hour,100%,96%,103.0
12090,137877395,Nina,within an hour,100%,100%,72.0
12091,92357739,Josie,within a few hours,83%,85%,1.0
12092,311516087,Marc,within an hour,100%,100%,3.0
12093,276644913,Cali West,within a few hours,60%,100%,10.0
12094,266776921,Palihotel Westwood Village,,,0%,6.0
12095,385519267,Pallavi & Yogesh,within an hour,100%,75%,4.0
12096,46585329,Cinthia,within an hour,100%,100%,6.0
12097,247083049,Sally,,,,9.0
12098,533136918,Jino,within an hour,100%,100%,27.0
12099,14936368,Andy,within an hour,97%,82%,213.0
12100,13856090,Doris,within an hour,100%,84%,49.0
12101,439904978,Nancy,within an hour,100%,99%,15.0
12102,4510075,Michele,within an hour,97%,94%,6.0
12103,466488035,Colorstone,within an hour,96%,88%,49.0
12104,211899887,Mauricio,within an hour,98%,95%,41.0
12105,294383852,Cheney,,,,2.0
12106,4317352,Scott,,,,4.0
12107,260453467,Cindy,,,,2.0
12108,9686475,Tiffany,within an hour,100%,97%,4.0
12109,163847118,Raymond,within an hour,100%,98%,26.0
12110,59679791,Zhimin,within an hour,100%,100%,6.0
12111,20851517,Maggie,within an hour,100%,100%,12.0
12112,167808404,Kay,within an hour,100%,100%,107.0
12113,61858545,Justin,within a few hours,100%,48%,15.0
12114,63293038,Guirong,within a day,70%,88%,3.0
12115,94492934,Dorothianne,within an hour,100%,100%,3.0
12116,406248365,Helix,within an hour,90%,100%,5.0
12117,10333296,Jocelyn & Roger,,,,1.0
12118,8366077,Helene,within a few hours,100%,95%,18.0
12119,56849924,Yuri,,,,1.0
12120,40151473,Catherine,within a few hours,97%,97%,11.0
12121,47476949,Wilson,,,,1.0
12122,2565306,Chance & Mariana,within a day,75%,33%,3.0
12123,247714236,Drew,,,,1.0
12124,399731763,Danny,within an hour,100%,93%,4.0
12125,244054074,Duane,,,,1.0
12126,130312097,Henry,,,,2.0
12127,31813492,Nayan,within an hour,100%,100%,3.0
12128,404177545,Daniel,,,,56.0
12129,9836692,Jess,within an hour,100%,95%,5.0
12130,229856574,Craig,,,,2.0
12131,350763150,Onik,within a few hours,100%,100%,1.0
12132,384538646,Craftstay Corporate Housing,within an hour,100%,53%,30.0
12133,1544831,Anton,,,,2.0
12134,264163479,Amy,,,,8.0
12135,15227333,Manya,within an hour,100%,99%,1.0
12136,19236518,Jie,within an hour,99%,99%,24.0
12137,335352,Rose,within an hour,100%,100%,3.0
12138,215263603,Luxury Escapes,within a few hours,90%,51%,25.0
12139,183748799,Amy,within an hour,100%,99%,138.0
12140,183748799,Amy,within an hour,100%,99%,138.0
12141,230439302,Linda,within an hour,100%,92%,1.0
12142,98647265,Rebecca,within an hour,100%,93%,44.0
12143,121223448,Aisha,,,,1.0
12144,97496339,Sissi,within an hour,99%,99%,120.0
12145,287022410,Robin,within an hour,100%,99%,59.0
12146,61600945,Paul,,,0%,4.0
12147,90270381,Denzell,,,,1.0
12148,45077463,Alex,within an hour,100%,69%,16.0
12149,344374837,Jasmin,within an hour,100%,98%,21.0
12150,99961932,Bianca,,,,1.0
12151,148174270,Jessie,within a few hours,90%,44%,4.0
12152,527705901,Jiaqi,within an hour,100%,95%,3.0
12153,50488861,Mk,,,,5.0
12154,11393229,Amy,within an hour,100%,83%,1.0
12155,28575618,Wilson,within a few hours,90%,71%,11.0
12156,131469585,Kate,within an hour,100%,100%,15.0
12157,201439605,Patty,,,,4.0
12158,53976022,Lynda,within an hour,100%,90%,4.0
12159,25147343,Herly,within an hour,100%,100%,34.0
12160,527965444,Jellick,within an hour,100%,94%,8.0
12161,41586875,Kirsten,within an hour,100%,96%,5.0
12162,5710298,Dan,,,,2.0
12163,293580125,Mina,,,,1.0
12164,230979131,Drew,within a few hours,80%,100%,2.0
12165,269490061,Shaolan,within an hour,100%,100%,4.0
12166,7115477,Nathalie,within a few hours,100%,,3.0
12167,23118355,Ashton,within an hour,100%,70%,144.0
12168,2108926,Shawn,within an hour,100%,94%,28.0
12169,224390964,Hedy,within an hour,100%,99%,9.0
12170,60028056,Jorge,within an hour,89%,88%,1.0
12171,181132854,Matan,within an hour,93%,60%,92.0
12172,2733670,Kirsten,within an hour,100%,100%,2.0
12173,30550719,Alexis,,,,3.0
12174,227373346,Aiya,,,,3.0
12175,15621381,Kristi,within an hour,100%,99%,10.0
12176,22895579,Nancy,within an hour,100%,99%,12.0
12177,18616122,Diana,within an hour,100%,80%,74.0
12178,24303784,Stay Awhile,within an hour,100%,93%,128.0
12179,287135328,Ben,,,,1.0
12180,156240567,Roberto,within an hour,100%,99%,21.0
12181,44469954,Silvia R.,,,,2.0
12182,7011233,Justin,within a few hours,100%,100%,1.0
12183,3294402,Jeremy,within an hour,93%,92%,11.0
12184,64764471,Burju,within an hour,100%,98%,4.0
12185,9171333,Imani,,,,2.0
12186,42251940,Igor,within a day,90%,50%,24.0
12187,35037234,David,within an hour,98%,99%,22.0
12188,37207995,Tanya,within a day,80%,75%,35.0
12189,360805320,Michael,within an hour,100%,100%,1.0
12190,417195791,The Maimon Group,within an hour,100%,51%,70.0
12191,258832201,Gabby,within a few hours,100%,100%,1.0
